Partner University (PU),PU Module Code,PU Module Title,PU Module Credits,NUS Module Cod,NUS Module Credits
Uni N Carolina at Chapel Hill,BIOL471,Evolutionary Mechanisms (Lec),3,LSM3252,4
Uni N Carolina at Chapel Hill,BIOL471‐471L,Evolutionary Mechanisms,3,LSM3252,4
Uni N Carolina at Chapel Hill,BIOL474,Evolution of Vertebrate Life,3,LSM3991,4
Uni N Carolina at Chapel Hill,BIOL475,Biology of Marine Animals,3,LSM3991,4
Uni N Carolina at Chapel Hill,BIOL476‐476L,Avian Biology,3,LSM3266,4
Uni N Carolina at Chapel Hill,BIOL514H,Evolution & Development,3,LSM3991,4
Uni N Carolina at Chapel Hill,BIOL525,Computational Analysis and Resources in Genomics,3,LSM3241,4
Uni N Carolina at Chapel Hill,BIOL526,Computational Genetics,3,LSM2241,4
Uni N Carolina at Chapel Hill,BIOL532,Discoveries in Molecular Biology,3,LSM3245,4
Uni N Carolina at Chapel Hill,BIOL552,Behavioral Endocrinology,3,LSM3267,4
Uni N Carolina at Chapel Hill,BIOL553,Mathematical Biology,3,LSM4255,4
Uni N Carolina at Chapel Hill,BIOL555,Paleobotany,4,LSM3991,4
Uni N Carolina at Chapel Hill,BIOL565,Conservation Biology,3,LSM4262,4
Uni N Carolina at Chapel Hill,BIOL590,Advanced Special Topics in Biology,3,LSM3991,4
Uni N Carolina at Chapel Hill,BIOL101,Principles of Biology,3,LSM1991,4
Uni N Carolina at Chapel Hill,EXSS175,Human Anatomy,3,LSM1991,4
Uni N Carolina at Chapel Hill,EXSS276,Human Physiology,3,LSM3212,4
Uni N Carolina at Chapel Hill,PSYC315,Introduction to Neuroscience,3,LSM3215,4
Tohoku University,20,Molecular & Cellular Biology,2,LSM1991,4
Tohoku University,51,Molecular and Cellular Biology,3,LSM3233,4
Tohoku University,60,Biotechnology,3,LSM3991,4
Tohoku University,111,Evolution of the Western Pacific Island Arcs and Their Environments,3,LSM3272,4
Tohoku University,JYPE2,Ecology and Evolution,2,LSM2251,4
Tohoku University,JYPE21,Introduction to Applied Animal and Dairy Science,2,LSM3991,4
Tohoku University,NA,Molecular and Cellular Biology,2,LSM3232,4
Tohoku University,ZXX09,Aquatic Plant Ecology,2,LSM1991,4
Tokyo Institute of Technology,72025,Comparative Genomics,2,LSM3252,4
Tokyo Institute of Technology,78034,Brain Science,2,LSM3215,4
Tokyo Institute of Technology,78103,Structure and Function of Biological Supramolecules,2,LSM3243,4
Tokyo Institute of Technology,79009,Advanced Life Science and Nanomedicine,2,LSM3991,4
Tokyo Institute of Technology,CVE.G401,Aquatic Environmental Science,2,LSM2251,4
Tokyo Institute of Technology,LST.A403,Biophysics,2,LSM3243,4
Tokyo Institute of Technology,LST.A411,Biomolecular Engineering,2,LSM3991,4
Tokyo Institute of Technology,LST.A412,Biomaterial Science and Engineering,2,LSM3991,4
Trinity College Dublin,BY2207,Behaviour,5,LSM3267,4
Trinity College Dublin,ZO3030,Introduction to Parasitology,5,LSM3991,4
Tsinghua University,40450123,Developmental Biology,3,LSM3233,4
Tulane University,EBIO2040,Conservation Biology,3,LSM3991,4
Tulane University,EBIO2050,Global Change Biology,3,LSM3272,4
Tulane University,EBIO2240,Oceans and Human Health,3,LSM2991,4
Tulane University,EBIO2250,Vertebrate Biology,3,LSM3991,4
Tulane University,EBIO2330,Natural History of Louisiana,4,LSM3991,4
Tulane University,EBIO3080,Processes of Evolution,3,LSM3252,4
Tulane University,EBIO3190,Darwin and Darwinism,4,LSM3991,4
Tulane University,EBIO3500,Sharks and their relatives,3,LSM3991,4
Tulane University,EENS3060,Dinosaurs,3,LSM3991,4
"Uni College Cork, Ireland",AE3014,Biodiversity and Conservation,5,LSM3991,4
"Uni College Cork, Ireland",AE3016,Biology of Aquatic Organisms,5,LSM3254,4
"Uni College Cork, Ireland",AE4012,Landscape Conservation and Management,10,LSM3991,4
"Uni College Cork, Ireland",AN2003,Principle of Human Structure,5,LSM2212,4
"Uni College Cork, Ireland",AN3009,Human Embryology and Developmental Anatomy,5,LSM3233,4
"Uni College Cork, Ireland",AN3012,Human Nervous System,10,LSM3215,4
"Uni College Cork, Ireland",AN3013,Neurobiology of Disease,5,LSM3216,4
"Uni College Cork, Ireland",BC2001,Biomolecules,5,LSM3231,4
"Uni College Cork, Ireland",BC3001,Structural Biochemistry,5,LSM3231,4
"Uni College Cork, Ireland",BC3008,Biochemistry of the Central Nervous System,5,LSM3215,4
"Uni College Cork, Ireland",BC3011,Forensic Genetics and Molecular Biology,5,LSM3991,4
"Uni College Cork, Ireland",BC3443,Clinical Immunology,5,LSM3223,4
"Uni College Cork, Ireland",BC4002,Protein Science,5,LSM3231,4
"Uni College Cork, Ireland",BC4017,Principles and Applications of Biotechnology,5,LSM3991,4
"Uni College Cork, Ireland",BL3003,Conservation Biology,5,LSM4262,4
"Uni College Cork, Ireland",BL1005,INTRODUCTION TO ECOLOGY,5,LSM2251,4
"Uni College Cork, Ireland",BL1914,Biology and the Environment,10,LSM2251,4
"Uni College Cork, Ireland",BL2910,Plant and Animal Communities,5,LSM2251,4
"Uni College Cork, Ireland",BL3002,Evolution and Diversity,10,LSM3252,4
"Uni College Cork, Ireland",EV3001,Environmental Science in the Field,5,LSM3272,4
"Uni College Cork, Ireland",EV3012,Ecology and Hydrology of Wetland Systems,5,LSM3991,4
"Uni College Cork, Ireland",EV4012,Environmental Impact Assessments,5,LSM3991,4
"Uni College Cork, Ireland",GN3003,Population and Evolutionary Genetics,5,LSM3252,4
"Uni College Cork, Ireland",GN4001,Developmental Genetics,5,LSM3233,4
"Uni College Cork, Ireland",MB2003,Fundamental Principles of Microbiology,5,LSM3232,4
"Uni College Cork, Ireland",MB2006,Principles of Microbiology,5,LSM3232,4
"Uni College Cork, Ireland",MB2444,Microbiology,10,LSM3232,4
"Uni College Cork, Ireland",MB3001,Medical Microbiology,5,LSM3225,4
"Uni College Cork, Ireland",MB3002,Virology,5,LSM3991,4
"Uni College Cork, Ireland",MB3003,Food and Industrial Microbiology I,5,LSM3232,4
"Uni College Cork, Ireland",MB3005,Environmental Microbial Genomics: the role and ecology of microbes in the environment.,5,LSM3232,4
"Uni College Cork, Ireland",MB3008,Immunology: Host Response to Pathogens,5,LSM3223,4
"Uni College Cork, Ireland",MB3012,Transmission and Epidemiology of Infectious Disease,5,LSM3225,4
"Uni College Cork, Ireland",MB3014,Food and Industrial Microbiology II,5,LSM3242,4
"Uni College Cork, Ireland",MB3016,Methods in Microbiology,10,LSM3242,4
"Uni College Cork, Ireland",MB4009,Advanced Immunology,5,LSM3223,4
"Uni College Cork, Ireland",MB4019,COMPUTATIONAL BIOLOGY,5,LSM3241,4
"Uni College Cork, Ireland",ML3002,Evolution and Diversity,10,LSM3252,4
"Uni College Cork, Ireland",PL3021,Cardiovascular Physiology,5,LSM3212,4
"Uni College Cork, Ireland",PL3023,Renal Physiology,5,LSM3991,4
"Uni College Cork, Ireland",PL2021,Introductory Physiology II,5,LSM3212,4
"Uni College Cork, Ireland",PL2022,Introductory Physiology II,5,LSM3214,4
"Uni College Cork, Ireland",PL3020,Neurophysiology,5,LSM3215,4
"Uni College Cork, Ireland",PS2001,Introduction to Plant Biotechnology,5,LSM2991,4
"Uni College Cork, Ireland",PS3008,Plants and Hostile Environments,5,LSM3991,4
"Uni College Cork, Ireland",PS4023,Plants and Sustainability,5,LSM2991,4
"Uni College Cork, Ireland",PS4024,Crop Physiology and Climate Change,5,LSM3991,4
"Uni College Cork, Ireland",PT2101,Chemotherapy and the pharmacology of infection,5,LSM3991,4
"Uni College Cork, Ireland",PT2448,Cellular and Molecular Basis of Drug Action and Toxicity,10,LSM3211,4
"Uni College Cork, Ireland",PT3001,Introduction to Pharmacology,5,LSM3211,4
"Uni College Cork, Ireland",PT3002,Introduction to Toxicology,5,LSM3991,4
"Uni College Cork, Ireland",PT3005,Chemotherapy and Pharmacology of Inflammation,5,LSM3211,4
"Uni College Cork, Ireland",ZY2000,Vertebrate Diversity,5,LSM2991,4
"Uni College Cork, Ireland",ZY2005,Invertebrate Diversity,5,LSM2991,4
"Uni College Cork, Ireland",ZY3019,Animal Physiology,5,LSM3262,4
"Uni College Cork, Ireland",ZY3020,Animal Behaviour,5,LSM3267,4
"Uni College Cork, Ireland",ZY4012,Population Dynamics of Birds,5,LSM3266,4
"Uni College Cork, Ireland",ZY4016,Biology of Marine Mammals,5,LSM3991,4
"Uni College Cork, Ireland",ZY4020,Temperate Marine Biology,10,LSM3991,4
"Uni Illinois, Urbana‐Champaign",ANTH246,Forensic Science,4,LSM1306,4
"Uni Illinois, Urbana‐Champaign",MCB250,Molecular Genetics,2.5,LSM1102,4
Uni Pierre Marie Curie Paris 6,2V415,Physiologie des signalisations neuronale et hormonale,6,LSM3214,4
Uni Pierre Marie Curie Paris 6,2V416,Biologie Cellulaire et Developpement (Cell and developmental biology),6,LSM3233,4
Uni Pierre Marie Curie Paris 6,2V462,DES AGROSYSTEMES A LA VALORISATION INDUSTRIELLE ET ENVIRONNEMENTALE DES VEGETAUX,6,LSM3991,4
Uni Pierre Marie Curie Paris 6,3V541,Cerveau Et Comportement,6,LSM3215,4
Uni Pierre Marie Curie Paris 6,3V641,Physiopathologies,3,LSM3224,4
Uni Pierre Marie Curie Paris 6,3V666,LA BIODIVERSITE VEGETALE EN ILE‐DE‐FRANCE (Plant biodiversity in France),6,LSM3991,4
Uni Pierre Marie Curie Paris 6,3V667,"NTERACTIONS DURABLES, ECOLOGIE ET EVOLUTION : DU MUTUALISME AU PARASITISME (IDEE)",6,LSM3991,4
Uni Pierre Marie Curie Paris 6,3V515,Neurophysiologie Integrative et Physiologie des Grandes Fonctions,6,LSM3215,4
Uni Pierre Marie Curie Paris 6,3V541,Cerveau et Comportement,6,LSM3215,4
Uni Pierre Marie Curie Paris 6,LV301,Biologie comparee et evolution des animaux (comparative biology and animal evolution),6,LSM3252,4
Uni Pierre Marie Curie Paris 6,LV304,Biologie cellulaire et Developpement,6,LSM3233,4
Uni Pierre Marie Curie Paris 6,LV340,Physiologie humaine 2 (Human Physiology 2),6,LSM3212,4
Uni Pierre Marie Curie Paris 6,LV342,Microbiologie,3,LSM3232,4
Uni Pierre Marie Curie Paris 6,LV343,Neurobiologie fonctionnelle,3,LSM3215,4
Uni Pierre Marie Curie Paris 6,LV344,Physiologie des Grandes Fonctions,3,LSM3212,4
Uni Pierre Marie Curie Paris 6,LV345,Cerveau et comportement,3,LSM3991,4
Uni Pierre Marie Curie Paris 6,LV346,Integration fonctionnelle des signaux nerveux et hormonaux (Functional integration of nervous and ho,3,LSM3215,4
Uni Pierre Marie Curie Paris 6,LV347,Developpement embryonnaire de la souris (embryonic development of mice),3,LSM3233,4
Uni Pierre Marie Curie Paris 6,LV348,Ecologie Evolutive,3,LSM3252,4
Uni Pierre Marie Curie Paris 6,LV349,Adaptations cardiovasculaires (cardiovascular adaptations),3,LSM3212,4
Uni Pierre Marie Curie Paris 6,LV358,Ecologie Evolutive,3,LSM3252,4
Uni Pierre Marie Curie Paris 6,LV392,Les vegetaux d'interet horticole: de l'alimentation au paysage (Plants of horticultural interest fee,3,LSM3256,4
Uni Pierre Marie Curie Paris 6,NV505,Proteomique Structurale et Fonctionnelle,12,LSM3231,4
Universidad Autonoma de Madrid,16346,Applied Zoology,6,LSM3991,4
Universidad Autonoma de Madrid,16489,Microbiology,4,LSM3232,4
Universidad Autonoma de Madrid,16521,Geobotany,6,LSM3991,4
Universidad Autonoma de Madrid,16528,Animal Physiology,6,LSM3262,4
Universidad Autonoma de Madrid,16530,Environmental Plant Physiology,6,LSM3991,4
Universität Konstanz,BIO‐10618‐20161,Ecotoxicology,5,LSM3991,4
Universität Konstanz,BIO‐10780‐20161,Pharmacology and Toxicology I,3,LSM3211,4
Universität Konstanz,BIO‐11280‐20161,Disease Biology II,4,LSM3224,4
Université Joseph Fourier,BIO111,Introduction on Cell Biology,6,LSM1991,4
University College Dublin,BIOL10030,Cell & Plant Biology,5,LSM1991,4
University College Dublin,AESC30140,Landscape Ecology,5,LSM3255,4
University College Dublin,ANAT10030,Introduction to Physical and Forensic Anthropology,5,LSM1991,4
University College Dublin,BIOC30090,Proteins and Enzymes,5,LSM3231,4
University College Dublin,BIOL10010,Animal Biology and Evolution,5,LSM1105,4
University College Dublin,BIOL10110,Cell Biology & Genetics,5,LSM1991,4
University College Dublin,BIOL30020,Landscape Ecology,5,LSM3991,4
University College Dublin,BMOL30020,Molecular basis of disease,5,LSM3224,4
University College Dublin,ENVB30010,Systems Ecology,5,LSM3254,4
University College Dublin,ENVB40130,Global Change Ecology,5,LSM3272,4
University College Dublin,HORT30050,Landscape Trees and Shrubs,5,LSM3256,4
University College Dublin,MEMI30010,Medical Microbiology,5,LSM3225,4
University College Dublin,MICR30040,Microbial Diversity and Growth,5,LSM3232,4
University College Dublin,MICR30060,Pharmaceutical and Food Microbiology,5,LSM3242,4
University College Dublin,PHAR20030,Pharmacology,5,LSM3211,4
University College Dublin,PHAR20040,Pharmacology: Biomedical Science,5,LSM3211,4
University College Dublin,PHYS30010,Physiology of the Cardiovascular System,5,LSM3212,4
University College Dublin,PHYS30090,"Digestion, Absorption and Excretion",5,LSM3991,4
University College Dublin,PHYS30240,Gastrointestinal & Renal Physiology,5,LSM3214,4
University College Dublin,ZOOL10010,Medical Zoology,5,LSM3991,4
University College Dublin,ZOOL20020,Animal Behaviour,5,LSM3267,4
University College Dublin,ZOOL30030,Evolutionary Biology,5,LSM3252,4
University College London,ANAT2008,Developmental Neurobiology,0.5,LSM3216,4
University College London,ANAT2010,Human Neuroanatomy,0.5,LSM3215,4
University College London,ANAT2052,HUMAN ANATOMY AND EMBRYOLOGY (B: HEAD AND LIMBS),0.5,LSM3233,4
University College London,ANAT3028,The neurobiology of neurodegenerative disease,0.5,LSM3216,4
University College London,BIOC2003A,Essential Molecular Biology,0.5,LSM2991,4
University College London,BIOC2004,Biomolecular structure and function,0.5,LSM3231,4
University College London,BIOC3012,Nutrition and Metabolism in Health and Disease,7.5,LSM3224,4
University College London,BIOC3013,Cancer Biology,7.5,LSM3991,4
University College London,BIOC3014,Advanced Molecular Biology of Protein Regulatory Networks,0.5,LSM3991,4
University College London,BIOC3016,Genes to Diseases,0.5,LSM3224,4
University College London,BIOC3017,Cellular and Molecular Aspects of Cardiovascular Disease,7.5,LSM3224,4
University College London,BIOL2007,EVOLUTIONARY GENETICS,0.5,LSM3252,4
University College London,BIOL2012,FUNDAMENTALS OF ECOLOGY,0.5,LSM3255,4
University College London,BIOL3008,SPECIES CONSERVATION AND BIODIVERSITY,0.5,LSM3272,4
University College London,BIOL3017,Biology of ageing,0.5,LSM3217,4
University College London,CELL3001,Stem Cells and Regenerative Medicine,0.5,LSM4227,4
University College London,CELL3003,Developmental Biology,0.5,LSM3233,4
University College London,CELL3105,"Clocks, Sleep and Biological Time",0.5,LSM3991,4
University College London,CIHD3003,"Conflict, Humanitarianism and Health",7.5,LSM3991,4
University College London,CIHD3004,Global Communicable and Non‐communicable Diseases,4,LSM3991,4
University College London,GEOG3042,Managing Fresh Waters in the 21st Century,0.5,LSM4264,4
University College London,IMMN2001,Immunology,0.5,LSM3223,4
University College London,INFN2001,Infection,0.5,LSM3991,4
University College London,INIM3006,"Allergy, Autoimmunity & Transplantation",0.5,LSM3991,4
University College London,NEUR3031,The Control of Movement,0.5,LSM3991,4
University College London,NEUR3045,Visual Neuroscience,0.5,LSM3991,4
University College London,NUUR3018,Neural Basis of Motivation and Learning,0.5,LSM3215,4
University College London,PHAR2002,General and Systematic Pharmacology,0.5,LSM3211,4
University College London,PHAR2005,Introductory pharmacology,0.5,LSM3211,4
University College London,PHOL2001,Animal and Human Physiology: Integrative Physiology,0.5,LSM3262,4
University College London,PHOL2005,Structure and Functions of the Nervous System,0.5,LSM3215,4
University College London,PSYC2205,Brain and Behaviour,0.5,LSM3215,4
Université Joseph Fourier,BIO232,Genetics,6,LSM1102,4
Université Joseph Fourier,YDBIO111,Cell Biology I,6,LSM1102,4
University of Adelaide,ANATSC2501,Comparative Anatomy of Body Systems II,3,LSM2212,4
University of Adelaide,ANIMLSC2502RW,Wildlife Management II,3,LSM2991,4
University of Adelaide,ANIMLSC3100RW,Laboratory Animal Science III,3,LSM3991,4
University of Adelaide,BIOCHEM3001,"Cancer, Stem Cells & Development III",6,LSM3991,4
University of Adelaide,ENVBIOL1002,Ecological Issues I,3,LSM3255,4
University of Adelaide,ENVBIOL2501,Evolutionary Biology II,3,LSM3252,4
University of Adelaide,ENVBIOL2503,Zoology II,3,LSM2991,4
University of Adelaide,ENVBIOL3003,Ecophysiology of Animal,3,LSM3262,4
University of Adelaide,GENETICS2520,Genetics IIB: Functional and Diversity of Genomes,3,LSM3991,4
University of Adelaide,GENETICS3211,Gene Expression & Human Developmental Genetics III,6,LSM3233,4
University of Adelaide,HLTHSC1000,Introduction to Forensic Sciences,3,LSM1306,4
University of Adelaide,HLTHSC2103,Contemporary Understanding of Disease and Treatment,3,LSM3224,4
University of Adelaide,MICRO2501,Immunology & Virology II,3,LSM3223,4
University of Adelaide,PATHOL3200,Neurological Diseases,3,LSM3216,4
University of Adelaide,SCIENCE1400,Science or Fiction I,3,LSM1991,4
University of Alberta,ANSC110,Introduction to Equine Science,3,LSM3991,4
University of Alberta,BIOL321,Mechanisms of Evolution,3,LSM3252,4
University of Alberta,BIOL331,Population Ecology,3,LSM3991,4
University of Alberta,BIOL335,Principles of Systematics,3,LSM3991,4
University of Alberta,BIOL361,Marine Science,3,LSM3991,4
University of Alberta,BIOL366,Northern Ecology,3,LSM3991,4
University of Alberta,BIOL367,Conservation Biology,3,LSM3272,4
University of Alberta,BIOL381,A Planet in Crisis,3,LSM3272,4
University of Alberta,BIOL384,Global Change and Ecosystems,3,LSM3272,4
University of Alberta,CELL405,Cell Biology of Disease,3,LSM3224,4
University of Alberta,EAS208,Introduction to Global Change,3,LSM3272,4
